meta	text	left	key_phrase	right	key_phrase	key_lemma	key_word	id	ip	country	random	cleft
d5bd77cce0b49ca0787fb7a48a7972137ef6,82.197.146.26,DE,0	                                      being ... " 05.06.06 , 16:18 @filter 39 , < bin /|sein|  eh /|eh|  gerade /|gerade|  am /|an|  aktualisieren /|aktualisieren| > um einen Überblick über die letzten 20                                 	                                      being ... " 05.06.06 , 16:18 @filter 39 , 	bin eh gerade am aktualisieren	 um einen Überblick über die letzten 20                                 	bin eh gerade am aktualisieren	aktualisieren	aktualisieren	d5bd77cce0b49ca0787fb7a48a7972137ef6	82.197.146.26	DE	752	
20e2801f8605cb2248b8a90ba2fa51e2ab7c,193.111.102.38,DE,1	                                   Cerberus Sondermodelle zur Auswahl hatte ... < war /|sein|  sich /|sich|  den /|die|  Belag /|Belag|  am /|an|  angucken /|angucken| > und am überlegen , .. welche er jetzt doch                             	                                   Cerberus Sondermodelle zur Auswahl hatte ... 	war sich den Belag am angucken	 und am überlegen , .. welche er jetzt doch                             	war sich den Belag am angucken	angucken	angucken	20e2801f8605cb2248b8a90ba2fa51e2ab7c	193.111.102.38	DE	407	obj
e92e7d341b7d11aab51c8b878a9d5371705b,178.77.85.90,DE,0	                                       Farmer Fred 10 Jun 11 at 12:34 Hey , ich < bin /|sein|  gerade /|gerade|  am /|an|  anhören /|anhören| > der Folge und wollte mal anmerken , dass                               	                                       Farmer Fred 10 Jun 11 at 12:34 Hey , ich 	bin gerade am anhören	 der Folge und wollte mal anmerken , dass                               	bin gerade am anhören	anhören	anhören	e92e7d341b7d11aab51c8b878a9d5371705b	178.77.85.90	DE	237	
d8ced70eeee59bd488e801cb66e3e5e60a91,85.13.139.194,DE,0	                                      was ! Oleg Hallo Oleg , das ganze Projekt < ist /|sein|  erst /|erst|  am /|an|  anlaufen /|anlaufen| > . Zwei Leipziger Studentinnen sowie eine                               	                                      was ! Oleg Hallo Oleg , das ganze Projekt 	ist erst am anlaufen	 . Zwei Leipziger Studentinnen sowie eine                               	ist erst am anlaufen	anlaufen	anlaufen	d8ced70eeee59bd488e801cb66e3e5e60a91	85.13.139.194	DE	1580	
2552b260d3ed7da608fd99a9893534632862,176.9.243.163,DE,1	                                       langeweile hat und zugespackt war =P Und < seid /|sein|  ihr /|ihr|  euch /|ihr|  auch /|auch|  alle /|alle|  schön /|schön|  am /|an|  anpissen /|anpissen| > !!! Direkt mal ne frage wer klebt die ganzen                           	                                       langeweile hat und zugespackt war =P Und 	seid ihr euch auch alle schön am anpissen	 !!! Direkt mal ne frage wer klebt die ganzen                           	seid ihr euch auch alle schön am anpissen	anpissen	anpissen	2552b260d3ed7da608fd99a9893534632862	176.9.243.163	DE	693	
58b5875565a9c620cb7e4aef24a8ad7ed4eb,213.203.218.90,DE,1	                                        muss er wohl mit dem Moped dort gewesen < sein /|sein|  - /|-|  oder /|oder|  die /|die|  Mobilfunkgegner /|Mobilfunkgegner|  waren /|sein|  schon /|schon|  am /|an|  anrücken /|anrücken| > und er musste deshalb fluchtartig das Feld                             	                                        muss er wohl mit dem Moped dort gewesen 	sein - oder die Mobilfunkgegner waren schon am anrücken	 und er musste deshalb fluchtartig das Feld                             	sein - oder die Mobilfunkgegner waren schon am anrücken	anrücken	anrücken	58b5875565a9c620cb7e4aef24a8ad7ed4eb	213.203.218.90	DE	1651	
a6235b6a06d50f730c78e6315b8b6674d8b7,85.25.236.30,DE,1	                                    sehr zufrieden und ja es ist Getreidefrei . < Bin /|sein|  mir /|ich|  aber /|aber|  Acana /|(unknown)|  mal /|mal|  am /|an|  anschauen /|anschauen| > für morgens , eventuell mal zum wechseln                               	                                    sehr zufrieden und ja es ist Getreidefrei . 	Bin mir aber Acana mal am anschauen	 für morgens , eventuell mal zum wechseln                               	Bin mir aber Acana mal am anschauen	anschauen	anschauen	a6235b6a06d50f730c78e6315b8b6674d8b7	85.25.236.30	DE	678	
df17f639a8df769d5592bd3410243e9fa688,88.198.169.99,DE,0	                                        im Agostea in Koblenz ... Der Türsteher < war /|sein|  grad /|gerade|  nen /|n|  20 /|20|  Jährigen /|Jährig|  am /|an|  anscheissen /|anscheißen| > ... ich ( 35 ) sagte nur , ihr habt aber                               	                                        im Agostea in Koblenz ... Der Türsteher 	war grad nen 20 Jährigen am anscheissen	 ... ich ( 35 ) sagte nur , ihr habt aber                               	war grad nen 20 Jährigen am anscheissen	anscheißen	anscheissen	df17f639a8df769d5592bd3410243e9fa688	88.198.169.99	DE	1179	obj
a2fa861bdbbb3d6ea7de2098a23375dd8dca,85.13.133.1,DE,0	                                      un dkann nur sagen in der Premium Version < ist /|sein|  das /|die|  Teil /|Teil|  am /|an|  anschlagen /|anschlagen| > , - hola die Waldfee Man sollte genau da                               	                                      un dkann nur sagen in der Premium Version 	ist das Teil am anschlagen	 , - hola die Waldfee Man sollte genau da                               	ist das Teil am anschlagen	anschlagen	anschlagen	a2fa861bdbbb3d6ea7de2098a23375dd8dca	85.13.133.1	DE	525	
366e811249033ebdbc4a65d677685193f4b5,80.67.28.59,DE,1	                                  reagierte . Ein schnellerer Schritt und schon < war /|sein|  er /|er|  am /|an|  Antraben /|antraben| > - good boy - bisserl Kopf werfen und schütteln                         	                                  reagierte . Ein schnellerer Schritt und schon 	war er am Antraben	 - good boy - bisserl Kopf werfen und schütteln                         	war er am Antraben	antraben	Antraben	366e811249033ebdbc4a65d677685193f4b5	80.67.28.59	DE	372	
e6df8c51ecc33fe5b9aaf51ec3455d2f6d96,78.46.68.189,DE,0	                               Guuuuuuuuuten Morjen , ja das ist lieb von Dir , < bin /|sein|  auch /|auch|  wieder /|wieder|  am /|an|  arbeiten /|arbeiten| > - was heißt wieder ! Hab ja durchgearbeitet                            	                               Guuuuuuuuuten Morjen , ja das ist lieb von Dir , 	bin auch wieder am arbeiten	 - was heißt wieder ! Hab ja durchgearbeitet                            	bin auch wieder am arbeiten	arbeiten	arbeiten	e6df8c51ecc33fe5b9aaf51ec3455d2f6d96	78.46.68.189	DE	108	
2fd20be4df721d8cdd2b6a3102c9c1e608ae,80.83.113.252,DE,0	                                      alle Ferien immer bei uns verbrach , weil < sein /|sein|  Vater /|Vater|  immer /|immer|  nur /|nur|  am /|an|  arbeiten /|arbeiten| > war . Nory sieht aus wie ein typischer                                 	                                      alle Ferien immer bei uns verbrach , weil 	sein Vater immer nur am arbeiten	 war . Nory sieht aus wie ein typischer                                 	sein Vater immer nur am arbeiten	arbeiten	arbeiten	2fd20be4df721d8cdd2b6a3102c9c1e608ae	80.83.113.252	DE	122	
c041b045e51aeba5aff4b5cb6bf68c7f8ada,88.80.197.7,DE,1	                                     diese und nächste Woche krankgeschrieben . < Bin /|sein|  zwar /|zwar|  nicht /|nicht|  am /|an|  arbeiten /|arbeiten| > aber das Amt lässt mich ansonsten nicht                                	                                     diese und nächste Woche krankgeschrieben . 	Bin zwar nicht am arbeiten	 aber das Amt lässt mich ansonsten nicht                                	Bin zwar nicht am arbeiten	arbeiten	arbeiten	c041b045e51aeba5aff4b5cb6bf68c7f8ada	88.80.197.7	DE	123	
689ea58ed3dff560a6e7511e6b4fd6eb9254,195.190.148.42,DE,1	                                     verlaufsform ja eine form von sein . ( ich < bin /|sein|  am /|am|  trinken /|trinken|  , /|,|  du /|du|  bist /|sein|  am /|am|  arbeiten /|arbeiten| > u.s.w ) manchmal benutzen wir die verlaufsform                         	                                     verlaufsform ja eine form von sein . ( ich 	bin am trinken , du bist am arbeiten	 u.s.w ) manchmal benutzen wir die verlaufsform                         	bin am trinken , du bist am arbeiten	arbeiten	arbeiten	689ea58ed3dff560a6e7511e6b4fd6eb9254	195.190.148.42	DE	143	
8a7d5e88652d83b5cd986a077847d1f59818,217.160.194.42,DE,0	                                       Eve 15.10.2008 16:02 stimmt nicht . dPnm < ist /|sein|  noch /|noch|  am /|an|  arbeiten /|arbeiten| > . Eve 16.10.2008 14:55 stimmt nich musste                              	                                       Eve 15.10.2008 16:02 stimmt nicht . dPnm 	ist noch am arbeiten	 . Eve 16.10.2008 14:55 stimmt nich musste                              	ist noch am arbeiten	arbeiten	arbeiten	8a7d5e88652d83b5cd986a077847d1f59818	217.160.194.42	DE	175	
c4898e6005dea7453f6c95cfc20ef03813d5,194.12.193.79,DE,0	                                      dass es auch die andere Seite gibt . Klar < sind /|sein|  die /|die|  Eltern /|Eltern|  hier /|hier|  auch /|auch|  viel /|viel|  am /|an|  arbeiten /|arbeiten| > , allerdings verbringen sie jede freie                                 	                                      dass es auch die andere Seite gibt . Klar 	sind die Eltern hier auch viel am arbeiten	 , allerdings verbringen sie jede freie                                 	sind die Eltern hier auch viel am arbeiten	arbeiten	arbeiten	c4898e6005dea7453f6c95cfc20ef03813d5	194.12.193.79	DE	181	
c9d1f0ccd1e7f0b95056c79ccd3a7c62cf07,83.169.57.22,DE,1	                                     Western mit Vigo Mortensen und Ed Harris ) < waren /|sein|  die /|die|  Boxen /|Box|Boxen|  schon /|schon|  sehr /|sehr|  gut /|gut|  am /|an|  arbeiten /|arbeiten| > , da musste ich mit Rücksichtnahme auf                                 	                                     Western mit Vigo Mortensen und Ed Harris ) 	waren die Boxen schon sehr gut am arbeiten	 , da musste ich mit Rücksichtnahme auf                                 	waren die Boxen schon sehr gut am arbeiten	arbeiten	arbeiten	c9d1f0ccd1e7f0b95056c79ccd3a7c62cf07	83.169.57.22	DE	183	
73bc9ff7617f4278253004a3d29740234f49,46.252.18.34,DE,1	                                     haben sie 4 eigene Lieder veröffentlicht , < sind /|sein|  aber /|aber|  natürlich /|natürlich|  ständig /|ständig|  am /|an|  arbeiten /|arbeiten| > . Der Live-Auftritt von denen ist mehr                                 	                                     haben sie 4 eigene Lieder veröffentlicht , 	sind aber natürlich ständig am arbeiten	 . Der Live-Auftritt von denen ist mehr                                 	sind aber natürlich ständig am arbeiten	arbeiten	arbeiten	73bc9ff7617f4278253004a3d29740234f49	46.252.18.34	DE	184	
80a383a6fcf626387f3dce05f0dd8021ab3f,82.165.59.206,DE,0	                                  Ordnungssinn besitzt Negro leider nicht , bzw < sind /|sein|  wir /|wir|  noch /|noch|  am /|an|  arbeiten /|arbeiten| > , denn aufräumen tut er die Papierschnipsel                            	                                  Ordnungssinn besitzt Negro leider nicht , bzw 	sind wir noch am arbeiten	 , denn aufräumen tut er die Papierschnipsel                            	sind wir noch am arbeiten	arbeiten	arbeiten	80a383a6fcf626387f3dce05f0dd8021ab3f	82.165.59.206	DE	209	
e5d31b7eb45f40fbd4cf954919fe410fd018,212.227.68.171,DE,0	                                    meine Ausdrucksweise zu entschuldigen , ich < bin /|sein|  aber /|aber|  daran /|daran|  am /|an|  arbeiten /|arbeiten| > . Alles liebe Euer Raka Andreas ( männlich                             	                                    meine Ausdrucksweise zu entschuldigen , ich 	bin aber daran am arbeiten	 . Alles liebe Euer Raka Andreas ( männlich                             	bin aber daran am arbeiten	arbeiten	arbeiten	e5d31b7eb45f40fbd4cf954919fe410fd018	212.227.68.171	DE	222	PrAdv
1c8bd6c7c066f2ab2758cc56aa30ea521111,213.164.65.78,DE,0	                                       Woche von meiner Ausbildung . Alle Leute < waren /|sein|  nicht /|nicht|  mehr /|mehr|  am /|an|  arbeiten /|arbeiten| > , sondern versuchten soviele Infos zu bekommen                         	                                       Woche von meiner Ausbildung . Alle Leute 	waren nicht mehr am arbeiten	 , sondern versuchten soviele Infos zu bekommen                         	waren nicht mehr am arbeiten	arbeiten	arbeiten	1c8bd6c7c066f2ab2758cc56aa30ea521111	213.164.65.78	DE	302	
3304549710aacc1a31a2e2bcdbcde86a7a5d,82.198.220.66,DE,0	                                       schwer verletzt worden . Der Mitarbeiter < war /|sein|  in /|in|  einem /|eine|  sogenannten /|sogenannt|  Steiger /|Steiger|  am /|an|  arbeiten /|arbeiten| > und geriet dabei zu nahe an eine Hochspannungsleitung                  	                                       schwer verletzt worden . Der Mitarbeiter 	war in einem sogenannten Steiger am arbeiten	 und geriet dabei zu nahe an eine Hochspannungsleitung                  	war in einem sogenannten Steiger am arbeiten	arbeiten	arbeiten	3304549710aacc1a31a2e2bcdbcde86a7a5d	82.198.220.66	DE	317	
eabc0796114cb3410d177a80bae285c19034,87.98.242.76,DE,0	                            herausgehievt und durchsucht . Auch hinter dem Auto < sind /|sein|  sie /|sie|  am /|an|  arbeiten /|arbeiten| > und das persönliche Gepäck wird durchwühlt                             	                            herausgehievt und durchsucht . Auch hinter dem Auto 	sind sie am arbeiten	 und das persönliche Gepäck wird durchwühlt                             	sind sie am arbeiten	arbeiten	arbeiten	eabc0796114cb3410d177a80bae285c19034	87.98.242.76	DE	328	
9d2f32859247ec3171a5cf4264f2eb2b66d9,78.47.218.249,DE,1	                                     mich mit dem editor auseinander gesätz ich < war /|sein|  5 /|5|  tage /|tagen|  lang /|lang|  daran /|daran|  am /|an|  arbeiten /|arbeiten| > und mann kann keine kampagen dort erstellen                            	                                     mich mit dem editor auseinander gesätz ich 	war 5 tage lang daran am arbeiten	 und mann kann keine kampagen dort erstellen                            	war 5 tage lang daran am arbeiten	arbeiten	arbeiten	9d2f32859247ec3171a5cf4264f2eb2b66d9	78.47.218.249	DE	402	PrAdv
