Source	Left	Key1	Right	Year	Decade	Lemma
O94	der Todeskreuzung mit der Reitherstraße	ist vorprogrammiert",	klagen Anrainer (Seiten	1994	1995	vorprogrammiert
U94	Größenordnung erreicht haben. Schon heute	ist programmiert,	daß der Tag der Steuerzahler	1994	1995	programmiert
U94	läßt nach, Langzeitschäden	sind programmiert.	Mit gezielten Übungen sollen	1994	1995	programmiert
P94	Siegesrausch und Katerstimmung	sind programmiert.	Sie lähmen die Arbeitskraft,	1994	1995	programmiert
O94	1993 bloß um 1477 mehr. "Die Transithölle	ist vorprogrammiert,	wenn das Straßennetz nicht	1994	1995	vorprogrammiert
N94	beschleunigen. Streit und Reibereien	sind programmiert	Überhaupt könnte sich die	1994	1995	programmiert
O94	aber wird weiter nach Süden fahren. Staus	sind vorprogrammiert.	Der Autofahrerklub ÖAMTC	1994	1995	vorprogrammiert
U94	zwischen EU und ihren Mitgliedsstaaten	sind programmiert.	Die Situation wird dadurch	1994	1995	programmiert
O94	Pannen und menschliches Versagen	sind vorprogrammiert.	In Österreich in letzter	1994	1995	vorprogrammiert
O94	Staus und Lärm an allen Ecken und Enden	sind vorprogrammiert,	wenn mit Beginn der Woche	1994	1995	vorprogrammiert
O94	Staus und Lärm an allen Ecken und Enden	sind vorprogrammiert,	wenn mit Beginn nächster	1994	1995	vorprogrammiert
O94	Staus und Lärm an allen Ecken und Enden	sind vorprogrammiert,	wenn mit Beginn nächster	1994	1995	vorprogrammiert
N94	zu formen. Ein Generationswechsel	ist programmiert,	nachdem Rudi Völler, Andreas	1994	1995	programmiert
O94	ihren allerersten GP-Erfolg! 15.000 Fans	sind programmiert,	4,2 Millionen S kostet das	1994	1995	programmiert
U94	hierzulande passen. Konflikte	sind vorprogrammiert.	'Deshalb sind griechische	1994	1995	vorprogrammiert
U94	Ein Verkehrschaos auf der Autobahn	ist programmiert,	wenn die rund 300 Fahrpferde	1994	1995	programmiert
P94	um Subventionen zwischen Bund und Land	ist vorprogrammiert.	Desto weniger im Einzelfall	1994	1995	vorprogrammiert
O94	1994 zu Ende. Der kommerzielle Erfolg	ist vorprogrammiert:	Anfang November,	1994	1995	vorprogrammiert
N94	sich nicht mehr wehren. Der nächste Tote	ist vorprogrammiert:	In der Moosstraße/Ecke	1994	1995	vorprogrammiert
N94	von 10% ihrer Steuern. Weitere Abgaben	sind programmiert	durch Beiträge zu einer neuen	1994	1995	programmiert
O94	der Stadtplaner taugt nichts. Kollisionen	sind vorprogrammiert,	die Fahrspuren sind zu	1994	1995	vorprogrammiert
N94	Er muß dem Verkauf zustimmen. Debatten	sind programmiert.	Die Regierung sah sich Montag	1994	1995	programmiert
U94	der Prinz-Eugen-Kaserne, erleiden,	ist vorprogrammiert	und gewollt. Um vier Uhr	1994	1995	vorprogrammiert
U94	überstrapaziert sein, der Rentencrash	ist vorprogrammiert	und absehbar. Nur eine	1994	1995	vorprogrammiert
NUN94	auf der Strecke. Der Crash	ist vorprogrammiert	und nicht nur in	1994	1995	vorprogrammiert
O94	und Queren von Radwegen durch Autofahrer	sind vorprogrammiert.		1994	1995	vorprogrammiert
P94	sich als blanker Kapitalismus. Konflikte	sind vorprogrammiert.	Aus China berichtet KURT	1994	1995	vorprogrammiert
U94	passenden Kolorits abhebt. Tapetenwechsel	ist vorprogrammiert,	wenn es sich um	1994	1995	vorprogrammiert
U94	mit den Unternehmen, die leer ausgehen,	sind programmiert.	Von grundlegender Bedeutung	1994	1995	programmiert
P94	T bis 190 km/h und H bis 210 km/h. Gefahr	ist programmiert,	fährt man Q-Reifen auf einem	1994	1995	programmiert
U94	vorsieht. Gerichtlicher Streit	ist programmiert,	zumal die Länder frei sind,	1994	1995	programmiert
U94	Geräuschkulisse. 'Peinlichkeiten	sind vorprogrammiert',	versprechen die	1994	1995	vorprogrammiert
P94	mit neuem Selbstbewußtsein auf. Konflikte	sind vorprogrammiert	und gewollt.	1994	1995	vorprogrammiert
NUN94	werden komplett benötigt - Engpässe	sind vorprogrammiert.	Nach den bösen Erfahrungen	1994	1995	vorprogrammiert
O94	Flavia - DSV: 2000	sind programmiert,	Flavia verteidigt seinen	1994	1995	programmiert
NUN94	wohl ihren Hut nehmen müssen. Streit	ist programmiert	Freude bei der SPD: "Wir haben	1994	1995	programmiert
N94	katastrophale Verkehrsverhältnisse	sind programmiert.		1994	1995	programmiert
NUN94	"langen Samstag" in Nordrhein-Westfalen	ist programmiert.	Die Gewerkschaft Öffentliche	1994	1995	programmiert
O94	Caspar Einem. Die Konflikte	sind vorprogrammiert	(S.3).	1994	1995	vorprogrammiert
PNO	sagen, der Kollaps für das nächste Budget	ist vorprogrammiert.	Es wird keine	1994	1995	vorprogrammiert
U94	weil sie in der Früh zur Arbeit müssen,	sind vorprogrammiert.	Diese Nachtschwärmer	1994	1995	vorprogrammiert
P94	Beamtenvertreter "die Haare aufstellen",	ist vorprogrammiert.	Wenn es aber der Regierung	1994	1995	vorprogrammiert
U94	Trainierenden aus, Abstimmungsprobleme	sind programmiert.	Bewährte Kräfte wie	1994	1995	programmiert
U94	Ob früher oder später - der Showdown	ist vorprogrammiert,	aber wie er ausgehen wird,	1994	1995	vorprogrammiert
O95	auf dem Spiel steht. Der nächste GAU	ist programmiert	In Temelin, das mit	1995	1995	programmiert
NUN95	vermutet Geiselnahme, das blutige Ende	ist vorprogrammiert...	Auch wenn sich Lugerth	1995	1995	vorprogrammiert
U95	Milliarden Stellungen Das Unentschieden	ist programmiert	Jetzt ist es amtlich: Eine	1995	1995	programmiert
U95	entsprechend lang - erhebliche Staus	sind vorprogrammiert.	Ohne Barrieren bestünde	1995	1995	vorprogrammiert
P95	sich Ende Jänner in Wien abspielen wird,	ist vorprogrammiert:	Die slowakische und die	1995	1995	vorprogrammiert
O95	20) - ein Duell Steiermark gegen Salzburg	ist programmiert.	A.K.	1995	1995	programmiert
P95	Nicht einmal lesen Der wütende Aufschrei	ist vorprogrammiert.	19 Spitäler, heißt es im	1995	1995	vorprogrammiert
P95	Das doppelte Dilemma des Westens	ist vorprogrammiert.		1995	1995	vorprogrammiert
U95	über den Kampf mit Wörtern Der Streit	ist programmiert:	Je näher der 50. Jahrestag	1995	1995	programmiert
O95	Moped nach Hause kommen. Schwere Unfälle	sind vorprogrammiert.	"Mir ist das wirklich	1995	1995	vorprogrammiert
O95	so greizt sind. Verhaltensstörungen	sind programmiert,	Streß auch. Krisen sind	1995	1995	programmiert
U95	den Omnibusmarkt. Personelle Einschnitte	sind programmiert.	Wird nicht in Ulm abgebaut,	1995	1995	programmiert
N95	Technik in der Luft. Machtkonzentration	ist programmiert	Vollends fragwürdig erscheint	1995	1995	programmiert
O95	wieder regen Verkehr - die nächsten Staus	sind programmiert.		1995	1995	programmiert
O95	7  Generationskonflikte in Betrieben	sind programmiert.	So, wie auch sonst im Leben,	1995	1995	programmiert
U95	gilt auch für die Ausnahmen. Der Streit	ist programmiert,	denn niemand will den	1995	1995	programmiert
O95	voll aufgedrehten Walkmans. Hörschäden	sind programmiert.		1995	1995	programmiert
P95	neu. Als quotenträchtige Innovationen	sind programmiert:	die tägliche Talkshow mit	1995	1995	programmiert
N95	freikommt. Eine große Konfrontation	ist programmiert	- in Samuel Fullers Western	1995	1995	programmiert
N95	des Überflusses konfrontiert. Das Dilemma	ist programmiert.	Die Folgen: Immer mehr	1995	1995	programmiert
NUN95	aus Hollywood vom Hals halten will,	ist programmiert.		1995	1995	programmiert
Z95	Wasserklub vertreiben, aber die Konflikte	sind programmiert.	Für die Sportnutzung waren	1995	1995	programmiert
Z95	photogene Fontäne auszustoßen. Die Natur	ist programmiert,	die Show perfekt. Gleich	1995	1995	programmiert
N95	könne. Der Triumph des Wundertäters	ist programmiert.	Bei seinem Erscheinen sind die	1995	1995	programmiert
NUN95	und Kranke zuständig. Das Happy-End	ist vorprogrammiert.	Und ganz nebenbei blüht am	1995	1995	vorprogrammiert
Z95	damit also obsolet. Totaler Wettbewerb	ist programmiert;	ein Sieg für die	1995	1995	programmiert
O95	wird ausbleiben. Das Bauernsterben	ist programmiert.	Also gilt es jetzt, alles	1995	1995	programmiert
N95	kleinen deutschen Eck über den Steinpaß	sind programmiert.	Haidenschuster empfiehlt für	1995	1995	programmiert
P95	Gemeindevertreterverbänden und Regierung	ist vorprogrammiert!"	Personalvertreter Rudolf	1995	1995	vorprogrammiert
O95	mehr Gewalt gegen besorgte Atomgegner	sind programmiert:	Gestern wurde klar, daß noch	1995	1995	programmiert
O95	nur eine Spur offen Kilometerlange Staus	sind vorprogrammiert:	Seit gestern 18 Uhr ist	1995	1995	vorprogrammiert
O95	zu Fahrbahnverengungen - Staugefahr	ist vorprogrammiert.	F-Umfrage Einen Fragebogen	1995	1995	vorprogrammiert
U95	und professionell. Dennoch: Atemlosigkeit	ist programmiert.	Und die absolut perfekte (ja,	1995	1995	programmiert
P95	geschnürtes, wird uns angekündigt. Es	ist "vorprogrammiert".	Die Forschung steht als	1995	1995	vorprogrammiert
O95	der Frachtkapazitäten frei. Die Pleite	ist programmiert,	wird sich aber, falls der	1995	1995	programmiert
P95	der Ausstieg aus dem Generationenvertrag	ist programmiert.	Das faktische Pensionsalter	1995	1995	programmiert
U95	im März prophezeit: 'Marys Zeitbombe	ist programmiert.'	Na ja. Lady Pierce,	1995	1995	programmiert
U95	Heftige Auseinandersetzungen im Stadtrat	sind programmiert,	wenn es um das Thema	1995	1995	programmiert
Z95	Zugeständnisse machen." Die Kollision	ist programmiert:	Denn Michael Vesper will sich	1995	1995	programmiert
U95	festen Platz, und der weitere Ausbau	ist programmiert.	Zunächst wurde eine	1995	1995	programmiert
U95	Zukunft prognostiziert: 'Rückschläge	sind vorprogrammiert',	hieß es da, der jungen	1995	1995	vorprogrammiert
N95	verfeuert werden. Lange Transportwege	sind programmiert	- und genau hier liegt einer	1995	1995	programmiert
U95	vermehrt Athleten zu. Probleme	sind programmiert.	Der Essener Christian Keller	1995	1995	programmiert
U95	schlimmere Katastrophen, so das Fazit,	sind programmiert.	Die Rufe waren aber offenbar	1995	1995	programmiert
NUN95	Die Niederlage bei den nächsten Wahlen	ist programmiert.	Majors letzter Sieg in seiner	1995	1995	programmiert
O95	Ob im Herbst oder 1996: Der Urnenwahn	ist vorprogrammiert	und der- ach so gebrauchte	1995	1995	vorprogrammiert
M95	Bruder nicht verlassen. Die Katastrophe	ist programmiert.	"Butterfly - Der blonde	1995	1995	programmiert
M95	Der erste Streit zwischen den beiden	ist programmiert.	Witzig und unterhaltsam mit	1995	1995	programmiert
U95	einen Außenseiter verlieren, 'Sensationen	sind programmiert',	sagt Beck und dürfte bei	1995	1995	programmiert
U95	kann oder darf. Das erste Monopol	ist programmiert.	Ob dies zum ersten Stau auf	1995	1995	programmiert
N95	verloren. Widerstand aus Vorarlberg	ist programmiert.	Der Finanzbedarf für diese	1995	1995	programmiert
NUN95	Mio. Lei Gewinn eingebracht. Expansion	ist vorprogrammiert:	25 000-30 000	1995	1995	vorprogrammiert
U95	eingesät worden ist. Ein Statutenstreit	ist programmiert.	Fk.	1995	1995	programmiert
P95	einzusetzen. Palästinensischer Widerstand	ist vorprogrammiert.	Flexibilität bewiesen die	1995	1995	vorprogrammiert
U95	in dieser eh schon lauten Welt, das alles	ist vorprogrammiert.	Kultur ist nicht, wenn	1995	1995	vorprogrammiert
O95	verboten werden. Der Koalitionsstreit	ist vorprogrammiert.	Mit dem Arbeitsschwerpunkt	1995	1995	vorprogrammiert
O95	nicht saniert werden. Elternproteste	sind vorprogrammiert.	Und das sind laut	1995	1995	vorprogrammiert
N95	Konflikt zwischen Eltern und Kindern. Er	ist (vor)programmiert	und in den familiären	1995	1995	programmiert
N95	bei Kürzungen von Transferzahlungen	ist programmiert.	Dennoch ist das Sparen bei	1995	1995	programmiert
U95	sucht den Tankdenkel. Die grobe Position	ist programmiert,	zur Feinjustierung klebt auf	1995	1995	programmiert
O95	vier Sprößlinge besuchen; die Konflikte	sind vorprogrammiert.	Bekannt wurde Patrick Bach	1995	1995	vorprogrammiert
M95	Der verhängnisvolle Abstieg	ist programmiert:	Entlassung, Demütigungen, der	1995	1995	programmiert
Z95	die Parteilinke herausfordern werden,	ist programmiert.	Noch wollen	1995	1995	programmiert
N95	Streit, der Zusammenprall zweier Kulturen	ist programmiert.	Auch Luc ist von der	1995	1995	programmiert
U95	die Sache mit Wenzel, oder der Ärger	ist programmiert.'	Aber die Ministerin wollte	1995	1995	programmiert
N95	vorläufig sind. Der "Rutschbahneffekt"	ist programmiert	und setzt bereits voll ein.	1995	1995	programmiert
P95	schon gewohnte - Budgetüberschreitung	ist vorprogrammiert.	Und im kommenden Jahr	1995	1995	vorprogrammiert
O95	eines Bundessiegers an. Harte Kämpfe	sind programmiert.		1995	1995	programmiert
M95	Wohnungsengpaß und die nächste Preiswelle	sind vorprogrammiert",	sagte VDM-Vizepräsident	1995	1995	vorprogrammiert
NUN95	und die nächste Preiswelle	sind vorprogrammiert",	sagte VDM-Vizepräsident	1995	1995	vorprogrammiert
P95	WIEN (das). "Die Krise im nächsten Jahr	ist vorprogrammiert",	befürchtet der	1995	1995	vorprogrammiert
P95	Krise vor dem Hundert-Kilometer-Service	ist vorprogrammiert	Die Regierungskonferenz	1995	1995	vorprogrammiert
M95	Häuschen nach Hamburg. Die Probleme	sind programmiert.	Denn hier trifft sächsische	1995	1995	programmiert
N95	Steueraufkommen ist rückläufig. Probleme	sind programmiert.	Von den insgesamt 1100	1995	1995	programmiert
N95	von Montreal. Auseinandersetzungen	sind programmiert.	Zum einen, weil so manches	1995	1995	programmiert
U95	nicht decken. Der Konflikt	ist programmiert?	Es scheint so. Schreiben	1995	1995	programmiert
Z95	Kampf um die Verteilung der Kosten	ist programmiert,	sollte sich Bötsch für diesen	1995	1995	programmiert
NUN95	gefunden hat. Konflikte und Sorgen	sind vorprogrammiert.	Mary ist nämlich schwanger	1995	1995	vorprogrammiert
U95	an. Der Ärger mit dem Lehrstuhlinhaber	ist programmiert:	Erst die Suche nach einer	1995	1995	programmiert
Z95	Konflikt mit dem "Währungsunion-Europa"	ist programmiert.	Es gibt keinen glaubwürdigen	1995	1995	programmiert
U95	bzw. zwei Jahren wirksam. Doch Ärger	ist vorprogrammiert,	weil das einige nicht	1995	1995	vorprogrammiert
U95	heiklen Konfliktlage, der Dauerstreit	ist programmiert.	Rettung an den Weichen könnte	1995	1995	programmiert
U95	und Männer gesunken. Ein weiterer Aderlaß	ist programmiert.	Im nächsten Jahr soll die Zahl	1995	1995	programmiert
N95	sich die Fachbeamten kaum. Konflikte	sind programmiert.	Bedürfnisse der Bewohner,	1995	1995	programmiert
P95	Mittwoch, auf dem Programm. Verzögerungen	sind programmiert.	Die Ermittlungen zur fünften	1995	1995	programmiert
NUN95	biegen. Das dicke Ende, man ahnt es,	ist vorprogrammiert,	im Verlauf dieser	1995	1995	vorprogrammiert
N95	Arbeitslosigkeit und die Obdachlosigkeit	ist programmiert.	Die Zahl der von	1995	1995	programmiert
RHZ96	diese Strecke zum Layer Weg. "Der Ärger	ist vorprogrammiert."	Die Gülser SPD hat daher	1996	1995	vorprogrammiert
RHZ96	am liebsten Nächster Eishockey-Ärger	ist programmiert	DÜSSELDORF. SID. Die	1996	1995	programmiert
N96	sind Parkflächen. Probleme mit Anrainern	sind programmiert.	Dietmar Duzler,	1996	1995	programmiert
U96	viel zu viele sind. 'Die Probleme	sind vorprogrammiert',	befand auch CSU-	1996	1995	vorprogrammiert
O96	League auf Uzice - der nächste Sieg	ist programmiert.	Donaukraft war Training am	1996	1995	programmiert
O96	der Höhe von vielen Millionen Schilling	sind vorprogrammiert.	Beim geplanten 70-S-Tarif	1996	1995	vorprogrammiert
O96	Ein Großangriff auf die Lachmuskeln	ist vorprogrammiert!		1996	1995	vorprogrammiert
Z96	worden sein. Der weitere Rückzug	ist programmiert.	Die Spatzen pfeifen es von den	1996	1995	programmiert
O96	in der City verwirklicht werden; Staus	sind vorprogrammiert	(S. 13).	1996	1995	vorprogrammiert
RHZ96	Agrarbericht der Bundesregierung Ärger	ist programmiert:	Der Durchschnittsbürger muß	1996	1995	programmiert
X96	reicht nicht aus. Karenz: Härtefälle	sind vorprogrammiert	WIEN (OÖN-lac). Die	1996	1995	vorprogrammiert
NUN96	Investitionsmittel versagt - die Pleite	ist vorprogrammiert.	Mit jedem Konkurs aber	1996	1995	vorprogrammiert
N96	in Sozialwohnungen. Die Konflikte	sind programmiert.	Proteste vorhersehbar. Alle	1996	1995	programmiert
N96	sparen können. Die österreichische Seele	ist programmiert	aufs Sparen, Sie weiß im	1996	1995	programmiert
RHZ96	ausgenutzt: "Das Verkehrschaos	ist vorprogrammiert."	Eine zusätzliche	1996	1995	vorprogrammiert
N96	heutige Runde der Koalitionsverhandlungen	ist programmiert.	Die SPÖ möchte die	1996	1995	programmiert
O96	gelangen. Chaos am Josef-Pongratz-Platz	ist vorprogrammiert.	Werner Leschnik dürfte das	1996	1995	vorprogrammiert
O96	zwischen Geschäftsleitung und Belegschaft	ist vorprogrammiert.	Zeiler will eine	1996	1995	vorprogrammiert
RHZ96	nicht mehr zählt. Die Verbitterung	ist programmiert,	wenn ein Arbeitnehmer nur	1996	1995	programmiert
RHZ96	zu erfüllen. Ein Konflikt	ist vorprogrammiert.	In einem Musterprozeß	1996	1995	vorprogrammiert
O96	Susanne Heinrich AAI I IVV Der Erfolg	ist vorprogrammiert:	AAI I IVV Kommenden	1996	1995	vorprogrammiert
O96	dem anderen zwangsläufig zufügen wird,	sind vorprogrammiert.	"Du machst mich krank",	1996	1995	vorprogrammiert
U96	unausweichlich. Der nächste Ärger	ist programmiert:	1997 in Sestriere steht	1996	1995	programmiert
RHZ96	wird - vollständig saniert Staus	sind programmiert	- B42 benutzen LAHNSTEIN.	1996	1995	programmiert
I96	im Flirscher Tunnel. "Der Spuk am Samstag	ist vorprogrammiert",	weiß Helmut Wilhelmer,	1996	1995	vorprogrammiert
I96	im Flirscher Tunnel. "Der Spuk am Samstag	ist vorprogrammiert",	weiß Helmut Wilhelmer,	1996	1995	vorprogrammiert
RHZ96	bescheren. Krämpfe des Zwerchfells	sind vorprogrammiert,	wenn Barbara auf der	1996	1995	vorprogrammiert
N96	Personal kommen. Verteilungskämpfe	sind programmiert.	Derzeit läßt der	1996	1995	programmiert
N96	Personal kommen. Verteilungskämpfe	sind programmiert.	Derzeit läßt der	1996	1995	programmiert
U96	darf. Der gesellschaftliche Konflikt	ist programmiert.	Wer das Thema	1996	1995	programmiert
N96	ihr neues Heim erhalten. Die Konflikte	sind programmiert.	Da will also eine Berliner	1996	1995	programmiert
P96	aus der radikal-islamistischen Ecke,	sind vorprogrammiert.		1996	1995	vorprogrammiert
E96	Abgabe vor. Erbitterter Widerstand	ist programmiert.	Und das Schicksal der Zürcher	1996	1995	programmiert
O96	zum Jahr 2000 eine Baustelle Der Horror	ist vorprogrammiert:	In den nächsten vier	1996	1995	vorprogrammiert
O96	nichts mehr hören - Streit und Verletzung	sind vorprogrammiert.	Der Schweizer Psychologe	1996	1995	vorprogrammiert
